name,artist,id,added_at,added_by,length_seconds
Lay Your Gun Down,In This Moment,3aARLhAch8wF1wDMzkL7nJ,2019-12-24T01:24:47Z,dcgf1cskgtjkfyutncw14t2eu,243
Bad Reputation,Joan Jett & the Blackhearts,7pu8AhGUxHZSCWTkQ2eb5M,2019-12-24T02:24:41Z,dcgf1cskgtjkfyutncw14t2eu,169
One More Day,We Are the Catalyst,2Ajr7w89EnxLZ6KONUAguF,2019-12-24T03:00:54Z,dcgf1cskgtjkfyutncw14t2eu,208
Pretty Life,Jakalope,2XNMTt5X5xuriRHCkQBp8I,2020-01-07T20:07:43Z,dcgf1cskgtjkfyutncw14t2eu,217
Upside Down,Jakalope,1ZGfzpRQcKByCkO4SZcNp8,2020-01-07T20:07:50Z,dcgf1cskgtjkfyutncw14t2eu,219
Lilith,Butcher Babies,090jDNgdEVQEv4AsUANKSK,2020-01-17T00:22:35Z,dcgf1cskgtjkfyutncw14t2eu,207
True Love,The Dead Deads,0Nt3QyEzuxDrQGueqtgHcY,2020-01-21T21:23:55Z,dcgf1cskgtjkfyutncw14t2eu,247
Feel It,Jakalope,61hszzaQ7OfQqlPabqzGF5,2020-01-23T05:48:33Z,dcgf1cskgtjkfyutncw14t2eu,233
The In-Between,In This Moment,3zyO75z96PN667L0I7jgwf,2020-01-28T15:29:07Z,dcgf1cskgtjkfyutncw14t2eu,254
Noise,Nightwish,2a3sZJP4uTrNQbj0EdiUuV,2020-02-11T14:37:54Z,dcgf1cskgtjkfyutncw14t2eu,340
The Chain - 2004 Remaster,Fleetwood Mac,5e9TFTbltYBg2xThimr0rU,2020-02-16T16:52:22Z,dcgf1cskgtjkfyutncw14t2eu,270
Eternal Fame,Memoremains,088PB2tubjOIoKsMO6miB9,2020-08-25T17:19:11Z,dcgf1cskgtjkfyutncw14t2eu,215
Feed the Demon,Yenne,7z26ReV2cjzmSSzLiih2vH,2020-09-15T17:58:05Z,dcgf1cskgtjkfyutncw14t2eu,211
Shared Something With The Night,ARO,5GgwcypB4I6tBtz26ZFW6x,2020-12-05T00:11:50Z,dcgf1cskgtjkfyutncw14t2eu,188
Death By Rock And Roll,The Pretty Reckless,6ISZ6sKcNBdYJS7XYHm5cV,2021-02-26T05:33:40Z,dcgf1cskgtjkfyutncw14t2eu,234
Magical Brew,Fire Tiger,76VLy7HdESVsDzorEeVU3u,2021-02-26T05:34:01Z,dcgf1cskgtjkfyutncw14t2eu,169
Holy Roller,Spiritbox,1U9qg9EnimTg75HsrNSGwQ,2021-02-27T17:44:41Z,dcgf1cskgtjkfyutncw14t2eu,173
The Beauty of Suffering,Spiritbox,2cv3ocr2GVRtjRqwvOKcxz,2021-02-27T17:46:27Z,dcgf1cskgtjkfyutncw14t2eu,337
Blessed Be,Spiritbox,4YhHPtAVCxj7HfcvGTBHAC,2021-02-27T18:00:38Z,dcgf1cskgtjkfyutncw14t2eu,245
Sticks N Stones,Raven Black ,67dft9VA8j78fBsBWz5k7g,2021-03-09T01:58:41Z,dcgf1cskgtjkfyutncw14t2eu,167
The Game Is Over,Evanescence,4uwE4DkfWLMJaVL5YfvrWf,2021-03-26T19:37:09Z,dcgf1cskgtjkfyutncw14t2eu,262
Broken Pieces Shine,Evanescence,7mH6yI428XqzHkPGtkSMBj,2021-03-26T19:37:23Z,dcgf1cskgtjkfyutncw14t2eu,230
Use My Voice,Evanescence,7GMJ72cC0Uj0Wi3N4knnH3,2021-03-26T19:37:30Z,dcgf1cskgtjkfyutncw14t2eu,242
Heaven's a Lie,Lacuna Coil,0I7y3aEavUHgkt4aCreBDa,2021-04-07T13:52:18Z,dcgf1cskgtjkfyutncw14t2eu,286
Familiar Taste of Poison,Halestorm,3mkNZA4Q0dYvZIn6OZEmOz,2021-04-07T13:52:31Z,dcgf1cskgtjkfyutncw14t2eu,244
Sick Like Me,In This Moment,76AYOdnKWcSLviCsKDXyS1,2021-04-07T13:52:45Z,dcgf1cskgtjkfyutncw14t2eu,299
